,weight,total_gross_income,pitax,table_row
714,10.0,11253.871733980095,1125.3871733980095,2
486,10.0,11255.559983565152,1125.5559983565151,2
595,10.0,11255.559983565152,1125.5559983565151,2
726,10.0,11255.559983565152,1125.5559983565151,2
288,10.0,11311.272219871982,1131.1272219871983,2
497,10.0,11351.790209913312,1700.4585314869967,2
627,10.0,11365.29620659376,1697.264430989064,2
582,10.0,11515.5504196637,1151.55504196637,2
279,10.0,11517.238669248756,1711.3558003873134,2
613,10.0,11522.303418003923,748.949722170255,2
140,10.0,11547.627161779754,750.5957655156841,2
473,10.0,11817.747095388639,1772.6620643082958,2
447,10.0,11851.512087089746,770.3482856608335,2
48,10.0,12187.4737545158,792.185794043527,2
246,10.0,12192.538503270964,1219.2538503270964,2
746,10.0,12586.923519037964,386.2620925814501,2
434,10.0,12601.094902854398,1260.10949028544,2
308,10.0,12636.548144140563,1895.5572216210844,2
35,10.0,12700.701628372677,1887.0602442559016,2
155,10.0,12770.845538046298,1277.0845538046299,2
283,10.0,12786.802357210507,1541.5412957822396,2
688,10.0,13031.598547043557,1951.6047820565336,2
118,10.0,13370.936713639716,1337.0936713639717,2
706,10.0,13575.214913431437,1941.8759680908033,2
143,10.0,13733.910374426656,2047.8615561639983,2
336,10.0,13787.93436114843,1378.793436114843,2
733,10.0,13884.164587496596,902.4706981872787,2
237,10.0,13936.500324633316,2090.400048694997,2
211,10.0,13948.318071728707,2092.2177107593056,2
596,10.0,14101.948783968755,1410.1948783968755,2
444,10.0,14145.843273180199,1414.5843273180199,2
69,10.0,14223.502754092755,924.5276790160292,2
266,10.0,14230.255752432977,1423.0255752432977,2
85,10.0,14230.255752432977,2089.7033628649465,2
656,10.0,14250.514747453644,2118.0622121180463,2
568,10.0,14316.356481270808,286.3271296254161,2
268,10.0,14388.951213428194,2141.797682014229,2
768,10.0,14410.89845803392,2128.844768705088,2
63,10.0,14486.86968936142,1448.686968936142,2
311,10.0,14510.505183552192,1451.0505183552193,2
236,10.0,14777.248617990963,2210.9922926986446,2
727,10.0,14856.59634848857,1485.6596348488572,2
214,10.0,14980.201816128303,0.0,2
354,10.0,15447.483703258007,2317.122555488701,2
307,10.0,15605.973247492573,0.0,2
275,10.0,15700.72114101633,1334.5612969863882,2
100,10.0,15850.975354086278,1585.097535408628,2
90,10.0,15862.793101181662,2379.3289651772493,2
708,10.0,15889.805094542555,2383.440764181383,2
87,10.0,16132.913034790548,2419.996955218582,2
99,10.0,16217.325514043323,2391.2588271064983,2
339,10.0,16240.961008234097,1055.6624655352164,2
395,10.0,16625.88191362676,1261.5558938165368,2
658,10.0,16841.977860513864,2494.8566790770797,2
376,10.0,16882.4958505552,1688.24958505552,2
261,10.0,16963.53183063786,1696.3531830637862,2
251,10.0,17297.805248478853,2591.130787271828,2
752,10.0,17304.558246819077,346.0911649363814,2
15,10.0,17338.323238520188,346.7664647704038,2
159,10.0,17382.217727731633,1738.2217727731634,2
468,10.0,17444.682962378687,1744.4682962378688,2
131,10.0,17549.354436652127,2628.728165497819,2
546,10.0,17876.8748561529,2681.3962284229347,2
448,10.0,18027.12906922284,1802.712906922284,2
225,10.0,18044.011565073397,1804.4011565073397,2
644,10.0,18114.91804764573,2692.0377071468592,2
135,10.0,18167.25378478245,1816.7253784782451,2
26,10.0,18194.265778143337,1819.4265778143338,2
406,10.0,18195.954027728392,1819.5954027728394,2
602,10.0,18195.954027728392,1819.5954027728394,2
362,10.0,18195.954027728392,1819.5954027728394,2
610,10.0,18217.61116002304,0.0,2
156,10.0,18233.095518599617,1823.3095518599619,2
742,10.0,18233.095518599617,1823.3095518599619,2
394,10.0,18234.78376818467,1823.478376818467,2
168,10.0,18352.961239138556,1835.2961239138558,2
94,10.0,18531.915695154443,1853.1915695154444,2
615,10.0,18567.36893644061,1856.736893644061,2
359,10.0,18758.141139551877,1875.8141139551878,2
31,10.0,18758.141139551877,1875.8141139551878,2
508,10.0,19036.867347864423,396.86806496729986,2
446,10.0,19077.22031112737,1907.722031112737,2
561,10.0,19121.11480033882,2638.542691151154,2
458,10.0,19171.76228789048,1917.176228789048,2
349,10.0,19295.004507599533,1929.5004507599533,2
57,10.0,19403.05248104309,1261.198411267801,2
141,10.0,20309.64250821791,3039.246376232686,2
158,10.0,20336.654501578796,3011.2581752368196,2
685,10.0,20368.73124369485,3053.8846865542273,2
232,10.0,21126.755307384785,3164.4532961077175,2
626,10.0,21172.338046181274,3175.835706927191,2
203,10.0,21211.167786637558,2121.1167786637557,2
130,10.0,21239.868029583497,3170.965204437525,2
645,10.0,21314.541202999262,0.0,2
506,10.0,21383.369244313213,2138.336924431321,2
254,10.0,21607.906439125596,3241.200965868839,2
541,10.0,21660.242176262323,2166.0242176262323,2
317,10.0,21849.326129788544,3205.3689194682815,2
472,10.0,21927.54178882549,0.0,2
470,10.0,22053.60432958026,1712.6110265678712,2
678,10.0,22271.388526052422,3325.078278907863,2
478,10.0,22284.894522732866,3260.8710406768278,2
650,10.0,22980.453351775737,3436.3880027663604,2
387,10.0,23213.4317945134,2321.34317945134,2
638,10.0,23325.397046744023,1782.116261984607,2
713,10.0,23635.494190777277,2363.5494190777276,2
426,10.0,23692.89467666917,3503.024201500375,2
5,10.0,23766.543546304154,2376.6543546304156,2
77,10.0,23804.856082918293,0.0,2
22,10.0,24692.33843102204,1605.0019980164327,2
384,10.0,24742.9859185737,3699.957887786055,2
415,10.0,25242.707795750135,3715.12616936252,2
738,10.0,26115.532831223838,3905.3449246835753,2
630,10.0,26194.88056172144,3898.5420842582157,2
27,10.0,26309.68153350522,2630.9681533505222,2
152,10.0,26356.952521886775,2635.695252188678,2
479,10.0,26444.74150030966,2644.4741500309665,2
264,10.0,26790.83266524604,2679.083266524604,2
292,10.0,26834.727154457483,4019.2840731686224,2
169,10.0,26871.86864532871,2687.186864532871,2
493,10.0,26937.710379145876,4035.6165568718816,2
120,10.0,27381.720020015466,4107.2730030023195,2
632,10.0,27624.827960263472,2762.4827960263474,2
190,10.0,28138.05583412035,2813.805583412035,2
129,10.0,28138.05583412035,2813.805583412035,2
483,10.0,28183.638572916843,4174.535785937526,2
347,10.0,28440.25250984529,1470.465388583358,2
756,10.0,28663.430545311323,250.87388833925027,2
431,10.0,28752.578683080555,2875.2578683080555,2
301,10.0,28835.302912748273,4312.545436912241,2
207,10.0,28836.991162333332,4325.53367435,2
170,10.0,29086.85210092156,2953.914435911469,2
575,10.0,29282.689052788,4366.8283579182,2
419,10.0,30013.70112311703,3001.370112311703,2
81,10.0,30646.794717512854,1992.0416566383356,2
692,10.0,30697.442205064508,3069.744220506451,2
736,10.0,30940.550145312503,2011.1357594453127,2
121,10.0,31092.492607967513,2703.241206822226,2
318,10.0,31256.6444543683,0.0,2
167,10.0,31690.853202661878,0.0,2
34,10.0,31855.581420412604,731.6536051713613,2
42,10.0,31885.9699129436,4782.79048694154,2
297,10.0,31889.34641211372,3188.934641211372,2
136,10.0,31924.799653399878,4745.369948009981,2
98,10.0,32000.77088472738,4800.040632709107,2
664,10.0,32475.16901812799,3247.516901812799,2
403,10.0,32733.471204641468,4909.135680696219,2
368,10.0,32941.1259036033,3294.11259036033,2
536,10.0,33012.03238617563,3488.737767517232,2
192,10.0,33020.47363410091,4824.536045115136,2
122,10.0,33089.691867088186,661.7938373417637,2
238,10.0,33192.67509177657,4978.886263766485,2
516,10.0,33287.208894917676,0.0,2
751,10.0,33391.888542813125,667.8377708562625,2
695,10.0,33395.26504198323,4968.774756297485,2
716,10.0,33457.73027663029,1672.8865138315145,2
673,10.0,33746.959334287334,0.0,2
294,10.0,33822.392187002275,5073.2988280503405,2
46,10.0,33911.86941501023,3391.1869415010233,2
668,10.0,34063.811877665226,3001.918793426846,2
557,10.0,34521.32751521527,5171.62912728229,2
160,10.0,34669.89347870016,3466.9893478700164,2
577,10.0,35530.90076707846,710.6180153415692,2
13,10.0,35532.58901666353,5317.783352499529,2
144,10.0,35876.991932014855,5381.533789802228,2
670,10.0,35990.10465421357,719.8020930842712,2
435,10.0,36020.49314674458,3602.049314674458,2
514,10.0,36020.49314674458,3602.049314674458,2
174,10.0,36439.17904383835,5457.566856575751,2
440,10.0,36442.555543008464,3603.1888831443707,2
249,10.0,36639.55584865482,0.0,2
342,10.0,36690.72823201161,3669.0728232011606,2
707,10.0,37884.32068864585,757.6864137729168,2
672,10.0,38076.275971685034,3807.6275971685036,2
464,10.0,38257.42384694314,5720.598577041471,2
125,10.0,38261.45323198671,0.0,2
741,10.0,38328.33032951547,3257.908078008815,2
499,10.0,38338.07830521498,0.0,2
324,10.0,38580.72437043786,0.0,2
559,10.0,38674.421494451846,5800.893224167777,2
350,10.0,39602.95876623239,2968.0778304944088,2
3,10.0,39668.80050004955,5930.115075007432,2
177,10.0,39908.89230639468,0.0,2
296,10.0,39910.220190712476,3991.022019071248,2
381,10.0,40330.59433739131,4033.0594337391312,2
194,10.0,40367.735828262536,4036.773582826254,2
409,10.0,40377.86532577287,4037.7865325772873,2
185,10.0,40517.99004133248,4051.799004133248,2
416,10.0,41119.00689361224,2672.7354480847957,2
123,10.0,41135.8893894628,4113.58893894628,2
488,10.0,41326.66159257408,826.5332318514811,2
97,10.0,41487.04530315435,6210.546795473152,2
62,10.0,41514.05729651524,1443.3039948905136,2
711,10.0,41709.89424838167,834.1978849676336,2
625,10.0,42138.70964298577,842.7741928597156,2
119,10.0,42252.34246262618,0.0,2
61,10.0,42601.290029291,6389.983504393649,2
302,10.0,42660.37876476793,4001.4047540193405,2
737,10.0,42801.488820762155,0.0,2
507,10.0,42949.06944381243,858.9813888762482,2
654,10.0,43005.82234937091,0.0,2
622,10.0,43009.84642887442,4300.9846428874425,2
573,10.0,43033.19518236733,242.6314653724782,2
28,10.0,43129.71214941337,6452.4018224120055,2
631,10.0,43153.347643604146,6454.387146540622,2
537,10.0,43333.9903492051,4333.3990349205105,2
385,10.0,43335.678598790146,2816.8191089213597,2
316,10.0,43342.431597130366,6501.169739569555,2
683,10.0,43803.32373385052,3723.2825173772944,2
466,10.0,44265.904120155734,4426.590412015574,2
475,10.0,44380.705091939504,6651.585763790925,2
78,10.0,44423.38620409404,0.0,2
193,10.0,45020.55168467555,4502.055168467555,2
576,10.0,45582.738796499034,4558.273879649903,2
248,10.0,46337.38636101885,6886.902954152828,2
259,10.0,46879.314477821674,4635.933360562458,2
579,10.0,46896.196973672246,4689.619697367225,2
383,10.0,47191.64065105694,4917.645777874599,2
67,10.0,47406.048348358985,4740.604834835899,2
341,10.0,47890.670767673626,0.0,2
24,10.0,47986.72105039499,2959.670347560832,2
725,10.0,48108.3601757421,3565.076648761741,2
367,10.0,48515.22832574047,2425.7614162870236,2
4,10.0,48770.154013083855,7306.553101962578,2
364,10.0,49256.36989357984,7372.015484036976,2
40,10.0,49870.89274254006,7426.633911381009,2
702,10.0,50129.19492905354,7519.334239358031,2
539,10.0,51137.0799313317,1022.7415986266337,2
380,10.0,51600.60139647606,0.0,2
594,10.0,51676.55337966926,3090.837927840393,2
374,10.0,51687.4492960598,1033.7489859211958,2
101,10.0,51841.080008299825,7773.507001244974,3
224,10.0,52178.729925310974,7728.304488796646,3
39,10.0,52524.82109024733,5252.482109024733,3
618,10.0,52568.71557945877,5256.871557945877,3
404,10.0,53154.53818547305,1063.0907637094606,3
1,10.0,53242.327163895934,5324.232716389593,3
748,10.0,53335.180891073986,3466.7867579198096,3
719,10.0,54398.77812965895,5439.877812965896,3
623,10.0,54459.55511472095,3812.1688580304663,3
449,10.0,54868.111514304415,1097.362230286088,3
299,10.0,55269.9149155476,5526.99149155476,3
250,10.0,55304.146602509485,0.0,3
438,10.0,55712.23630683216,1114.2447261366426,3
95,10.0,55805.090034010194,5580.50900340102,3
132,10.0,55913.13800745376,5308.928733901064,3
30,10.0,56119.104456830544,4770.123878830596,3
775,10.0,56125.85745517075,4770.697883689514,3
289,10.0,56274.42341865565,5627.442341865565,3
333,10.0,56274.42341865565,5627.442341865565,3
256,10.0,56274.42341865565,5627.442341865565,3
581,10.0,56571.55534562542,8461.598301843813,3
583,10.0,57094.912716992614,1141.8982543398517,3
550,10.0,57256.98467715796,3721.7040040152674,3
371,10.0,57400.48589188767,5740.048589188767,3
593,10.0,57682.42357259195,5768.242357259195,3
474,10.0,57788.07605965949,0.0,3
133,10.0,57846.18378234233,5784.618378234233,3
607,10.0,58430.31813877154,5843.0318138771545,3
712,10.0,58479.27737673815,8697.806606510721,3
502,10.0,58614.33734354259,1172.2867468708516,3
107,10.0,58808.48604582398,8821.212906873596,3
230,10.0,60025.71399664902,6002.571399664903,3
402,10.0,60032.46699498924,6997.695117575879,3
699,10.0,60224.92744768556,5119.118833053272,3
219,10.0,60224.92744768556,5119.118833053272,3
548,10.0,61276.70693917514,9162.916040876271,3
750,10.0,61478.85042015487,0.0,3
60,10.0,61747.72857340566,5248.556928739481,3
212,10.0,61800.33566731426,3001.370112311703,3
253,10.0,61896.29453689052,6189.629453689053,3
646,10.0,62340.882493973,0.0,3
437,10.0,63535.58488397943,4447.49094187856,3
510,10.0,64658.500361512924,1125.3271733980096,3
369,10.0,64671.561804666446,0.0,3
142,10.0,64737.61858853897,6473.761858853897,3
201,10.0,65355.51793666929,5555.21902461689,3
601,10.0,65573.30213314143,6557.330213314144,3
549,10.0,65841.7338171653,1316.834676343306,3
503,10.0,65926.14629641804,1318.5229259283603,3
413,10.0,66073.0240103179,1321.460480206358,3
358,10.0,66098.34775409372,1321.9669550818742,3
171,10.0,66569.3693883242,6656.936938832419,3
346,10.0,66770.27108894581,5525.3876544489585,3
776,10.0,67349.34069661987,5724.693959212689,3
293,10.0,67523.23040388057,6752.323040388058,3
149,10.0,67529.9834022208,6752.99834022208,3
298,10.0,67529.9834022208,6752.99834022208,3
745,10.0,68472.02667068176,1369.4405334136347,3
491,10.0,68656.04587545282,6663.014637338621,3
529,10.0,68711.75811175966,1374.2351622351925,3
662,10.0,68873.16998668367,374.9830421154832,3
482,10.0,68931.23055781686,4480.529986258096,3
178,10.0,69174.33849806487,2133.879945526775,3
774,10.0,69407.31694080254,6940.731694080255,3
418,10.0,69474.84692420476,6947.484692420476,3
197,10.0,70308.84221922218,10546.386332883325,3
290,10.0,70602.59764702186,1412.0519529404366,3
591,10.0,71833.3315945273,1465.5356997949955,3
571,10.0,71846.83759120776,6106.98119525266,3
112,10.0,72302.1420136491,1081.1915555159744,3
767,10.0,72331.3652221187,6161.334390643522,3
84,10.0,72340.45455026325,679.505258847053,3
75,10.0,72425.9071988818,1448.518143977636,3
157,10.0,72763.55711589291,10914.233567383935,3
667,10.0,72787.19261008367,7417.621626484987,3
517,10.0,72977.96481319497,10886.589721979244,3
322,10.0,73038.74179825696,6630.363890363647,3
209,10.0,73943.19566528805,821.3774498724275,3
277,10.0,73970.33178086358,3995.124465562934,3
414,10.0,73974.03206837771,6287.792725812105,3
343,10.0,74434.92420509788,7443.492420509789,3
556,10.0,74887.37509389274,11174.63626408391,3
102,10.0,76984.18107853172,7698.418107853173,3
653,10.0,77416.37297230591,1548.3274594461182,3
330,10.0,77419.74947147601,11585.9924207214,3
585,10.0,77740.51689263659,6706.427975418324,3
139,10.0,78216.60327562223,7821.660327562223,3
228,10.0,78438.53329468034,1222.7960996375743,3
647,10.0,78787.23163537102,7878.723163537103,3
703,10.0,79160.33479366827,4370.709350750236,3
286,10.0,79340.97749926921,7934.097749926921,3
684,10.0,79345.26332788162,1746.8427714414547,3
704,10.0,79653.3036725045,11947.980550875673,3
111,10.0,80306.65626192097,6826.065782263283,3
534,10.0,81137.27505776827,8113.7275057768275,3
287,10.0,81420.90098805762,1628.4180197611524,3
319,10.0,81912.20328102895,1860.542026901985,3
758,10.0,82648.25843639298,8026.360589750207,3
436,10.0,83168.23930859007,9519.194158883243,3
321,10.0,83505.88922560119,12462.988383840178,3
489,10.0,84412.479252776,8441.247925277601,3
220,10.0,84419.2322511162,8441.923225111621,3
337,10.0,84613.23711232573,1948.9897546796892,3
327,10.0,85450.75274758514,8545.075274758514,3
621,10.0,86060.21084779018,5593.913705106363,3
8,10.0,86288.12454177268,8628.812454177269,3
398,10.0,86889.14139405245,8688.914139405246,3
0,10.0,87355.09827952777,12389.553264893482,3
51,10.0,87454.75024454104,2257.2830369675135,3
146,10.0,87971.30937807304,1759.4261875614611,3
592,10.0,88059.09835649592,1761.181967129918,3
21,10.0,90096.81560565793,9731.936658315346,3
