,weight,total_gross_income,pitax,table_row
20855,10.0,4138575.032805102,408053.5797682709,29
9366,10.0,4139077.856649913,423178.9677242245,29
15287,10.0,4139136.344664505,458097.95707026223,29
3742,10.0,4139241.7578321826,422583.04334493604,29
18858,10.0,4139638.1983632497,465540.89897044335,29
17999,10.0,4140416.537571926,360209.55049210996,29
13785,10.0,4140467.5605899487,645900.5248038326,29
4486,10.0,4140793.0277634496,416030.5459714398,29
12143,10.0,4140882.115325658,481546.59016657376,29
4521,10.0,4141371.6172258635,424945.00002666994,29
4877,10.0,4142002.868574664,428463.81892148015,29
4405,10.0,4142065.9823930613,426146.4914105497,29
21087,10.0,4142297.232685538,362019.4407617298,29
4509,10.0,4142395.855493256,423682.23238912097,29
16704,10.0,4142467.7398216208,456818.6888483915,30
3984,10.0,4143852.3126018103,423256.214278688,30
3897,10.0,4144228.7730147904,423229.3605126021,30
13987,10.0,4144447.4247024553,319363.60810311325,30
4380,10.0,4144637.440072007,423282.32376321725,30
3900,10.0,4144733.947420453,424210.4607063289,30
4319,10.0,4145106.934144855,425173.2381476573,30
4566,10.0,4145601.7966974406,427348.8179640932,30
4500,10.0,4145729.8149985718,428207.5304939599,30
17379,10.0,4145903.2175001986,524996.165312411,30
4742,10.0,4146377.1068840716,400134.5950799134,30
19118,10.0,4146619.958059959,355570.8180549274,30
4549,10.0,4147076.8187861037,425398.31417899096,30
4641,10.0,4147308.6512038503,424827.73988435353,30
4513,10.0,4148321.557656607,424232.5331027878,30
4023,10.0,4148587.5159020443,425706.2489192526,30
4488,10.0,4149338.685432119,430416.8402409217,30
4648,10.0,4149424.115979103,425133.2164219302,30
13834,10.0,4149581.6463570036,531911.8344422644,30
16872,10.0,4149899.2297129454,339350.1444623139,30
4615,10.0,4150080.5419615195,425455.08851845,30
19146,10.0,4151051.548331639,522965.3041349114,30
7411,10.0,4151296.8570107943,364993.6364940284,30
23172,10.0,4151388.804243804,347348.3479705322,30
4320,10.0,4152279.158183888,424167.457400075,30
4573,10.0,4152810.7812163564,424341.588775525,30
4396,10.0,4152853.8972379207,429217.60108684807,30
5540,10.0,4152873.821749673,438732.2568508855,30
4066,10.0,4152932.1042489684,424357.3122405516,30
5502,10.0,4153100.196380783,402791.79258904536,30
4542,10.0,4153320.398756285,427896.4043268167,30
13169,10.0,4153352.3794732774,379623.8447069731,30
4009,10.0,4153423.8010466713,436269.011012093,30
21491,10.0,4153559.8571404386,372180.00958867045,30
4197,10.0,4154058.635811174,425454.76227676193,30
6494,10.0,4155057.2493963223,456382.80512794765,30
3959,10.0,4155688.3759293486,425659.93536376226,30
7841,10.0,4157153.747308743,547744.5577075807,30
22778,10.0,4157370.8575429963,370329.66825457,30
12831,10.0,4158344.563308112,457489.3141656118,30
19778,10.0,4158457.0163939195,306252.7845699107,30
5230,10.0,4158526.4451811644,426860.8732970291,30
11118,10.0,4158972.945301425,489187.1453075054,30
4238,10.0,4159191.363427265,428222.6894387914,30
16258,10.0,4159220.636980746,662259.7146565343,30
22900,10.0,4159593.06054273,306981.69336991146,30
4259,10.0,4160566.8076462084,428114.6752545274,30
16569,10.0,4161565.6156543875,617725.1723481581,30
3942,10.0,4161617.095671578,426617.362487486,30
4335,10.0,4162018.560849288,425534.91701595293,30
3893,10.0,4162047.8528620913,427885.00876913074,30
15739,10.0,4162333.783449812,356178.5299362156,30
19842,10.0,4162864.1946340436,420374.63737350714,30
4080,10.0,4163927.802257226,425782.3547024217,30
19725,10.0,4164123.515579943,506250.7343146948,30
18950,10.0,4165849.7911030846,463551.33724635676,30
21395,10.0,4165983.5082796584,469834.22004897357,30
5297,10.0,4166342.0130882226,434924.53999861865,30
5380,10.0,4166372.2529158005,429537.67421464063,30
19124,10.0,4166874.8722091,272447.05474149826,30
12577,10.0,4166878.537098557,616718.6840660339,30
4551,10.0,4167104.1079268246,424776.41281737265,30
19476,10.0,4167408.3533928506,371602.20834287157,30
4493,10.0,4167650.0611010306,426347.1244187348,30
4840,10.0,4167705.5596921598,435018.72049277474,30
4394,10.0,4168101.4568708027,431231.0020142003,30
4220,10.0,4168335.9133150782,433236.3112580714,30
3982,10.0,4168369.246750756,430612.35486312315,30
4145,10.0,4168724.510957728,427328.99739645934,30
4245,10.0,4168725.5092701484,429418.7704313261,30
4655,10.0,4168829.4075859603,430487.60649008444,30
4047,10.0,4169356.2502020774,426712.81066289893,30
18307,10.0,4169724.4961050614,529545.8864252702,30
20214,10.0,4170136.5488676503,352102.1344133273,30
14082,10.0,4171664.72467219,417166.472467219,30
11519,10.0,4171798.096389408,354602.8381930997,30
4284,10.0,4172159.770258381,427969.2281914909,30
12320,10.0,4172199.9592607254,361991.40718355775,30
4639,10.0,4172510.5364657054,432138.5396377839,30
9961,10.0,4172643.9094315222,417264.39094315225,30
5229,10.0,4173102.4225926795,427603.88820493757,30
3991,10.0,4173280.083336653,432088.7858398003,30
15612,10.0,4173356.689844371,408952.10519316304,30
9911,10.0,4173378.29800102,621532.9456991912,30
15626,10.0,4174289.9527769503,614469.3679165426,30
7355,10.0,4175473.8852880104,377281.24564698024,30
10450,10.0,4175581.463709519,354924.4244153091,30
4563,10.0,4175735.5612988174,429619.5401408132,30
4452,10.0,4176625.4059535037,428470.7231706931,30
3902,10.0,4177963.3844042816,430968.4820275974,30
7668,10.0,4178005.2402330837,342049.728164837,30
10241,10.0,4178319.053902515,341439.79969970195,30
20998,10.0,4178976.2429321995,461150.32786094805,30
4389,10.0,4179011.6594065325,432684.3962406364,30
8385,10.0,4180690.106953896,666124.2192517013,30
4274,10.0,4181596.8848021035,431037.71308228094,30
4030,10.0,4181817.255992041,429017.90398945124,30
4334,10.0,4181906.5691420063,431025.8704382233,30
4059,10.0,4182152.628757693,433786.3534495547,30
4598,10.0,4182183.250592385,432737.2424522571,30
11376,10.0,4182297.7963067563,467713.18601927,30
3949,10.0,4182451.9137101616,428183.0795467221,30
3960,10.0,4182752.028580305,428221.97443389276,30
7837,10.0,4183295.633423801,504238.02656989,30
4102,10.0,4183467.921937348,429269.28107415815,30
8481,10.0,4183689.2319915043,380172.484979826,30
3916,10.0,4183705.396909241,431324.8795540471,30
9161,10.0,4184113.287159336,347965.3687635235,30
4578,10.0,4184761.017194157,430325.47098613594,30
15122,10.0,4185699.3680643872,498053.0129322719,30
4581,10.0,4186397.581501427,435380.9761242271,30
4035,10.0,4187789.024411061,431132.31804828957,30
4349,10.0,4187899.4813463967,426000.0192636638,30
21702,10.0,4188579.646000578,514636.71752604254,30
4362,10.0,4188926.732397951,429022.2160486597,30
4614,10.0,4188977.337546898,429035.9512653485,30
4384,10.0,4189400.255844906,432373.3334902179,30
3940,10.0,4189486.014500583,431440.99451747927,30
4103,10.0,4189814.3061628463,429137.2456085901,30
19360,10.0,4190761.8723335187,362227.46427723626,30
4004,10.0,4191388.9840333406,430664.8642643014,30
5669,10.0,4191665.6168069937,439788.241698939,30
10860,10.0,4191825.8012169222,313359.48012169224,30
8966,10.0,4191867.3843164127,324384.3321903645,30
3907,10.0,4191973.3050656863,430929.8153353854,30
11775,10.0,4193807.7589282985,468204.8560982323,30
3909,10.0,4193964.83096271,429675.1536226524,30
23026,10.0,4194012.596225331,364387.4789129656,30
4208,10.0,4194660.842044534,429765.3566588568,30
4112,10.0,4194919.674406876,428532.07125878264,30
4156,10.0,4194977.353467134,433629.2002780374,30
22599,10.0,4195283.467597095,528099.8004264836,30
4114,10.0,4195520.801449713,431205.1978048711,30
4037,10.0,4195580.258242418,430776.23832533084,30
4860,10.0,4195694.401019144,429185.76924074214,30
4136,10.0,4196231.942786412,432056.3447115616,30
4249,10.0,4196289.1248506345,429976.38211052737,30
3938,10.0,4196425.26010417,433661.1531990649,30
13092,10.0,4197974.406205694,272868.33640337014,30
12606,10.0,4198053.1726274835,316527.6859479556,30
7713,10.0,4198416.420669876,484330.04308621114,30
5356,10.0,4198431.068484204,420052.3483433339,30
4045,10.0,4198472.939437641,430259.40448100347,30
4157,10.0,4198608.047026718,431967.35333166533,30
13372,10.0,4198648.219594329,367609.6627013881,30
4445,10.0,4198685.58478642,432232.681769779,30
4021,10.0,4199199.684453124,431263.0088178898,30
18485,10.0,4199330.070622495,511629.93703729677,30
6173,10.0,4199465.535770256,405269.7584631796,30
4202,10.0,4199837.019118296,431619.4198635974,30
15001,10.0,4199971.630215339,576020.275687464,30
20478,10.0,4200397.885260831,375293.19688676146,30
4077,10.0,4200906.601969378,431709.28250368097,30
4191,10.0,4200918.265760561,430954.44886271574,30
4210,10.0,4201253.902669035,454844.672683714,30
17846,10.0,4201272.950724928,323136.0056348962,30
7354,10.0,4201339.53079876,442264.69528540917,30
14949,10.0,4201953.509850562,285642.81241680926,30
13655,10.0,4201971.004769283,365819.9924508769,30
11115,10.0,4202053.217203189,416806.87530560215,30
8395,10.0,4203543.686518469,516902.53898551717,30
4222,10.0,4204188.457642032,433664.23400350014,30
21608,10.0,4204292.332944396,476389.15930323914,30
11341,10.0,4205683.45957538,304809.853901319,30
5176,10.0,4206233.829475978,420042.4254461527,30
4048,10.0,4206292.61897314,438213.3906267469,30
7258,10.0,4206455.140642911,480972.4826648127,30
4466,10.0,4207152.107388225,439219.9703788995,30
4209,10.0,4207399.760468735,431416.3204866333,30
4449,10.0,4207559.396037961,431437.009256405,30
13728,10.0,4208221.499878273,291786.2363365043,30
4618,10.0,4208344.803038551,431538.7980036813,30
3941,10.0,4208722.54514397,434877.5021833765,30
4265,10.0,4208865.772604569,433952.6111677557,30
3915,10.0,4208898.497419613,432543.97945738933,30
12701,10.0,4209541.711053787,430122.9183193322,30
12789,10.0,4209559.481102354,575313.4029003665,30
12202,10.0,4209711.109964411,533330.1729664691,30
4105,10.0,4210002.723783887,433711.53432906413,30
4684,10.0,4210018.527110572,438695.4972294785,30
22033,10.0,4211091.406159116,501245.59917174536,30
4459,10.0,4211662.5877774,434315.0784141548,30
3906,10.0,4211881.008483339,430922.47666548,30
4363,10.0,4211901.483520897,431999.74379419343,30
13805,10.0,4212002.130492804,549376.3913663111,30
17466,10.0,4212061.802346502,478346.5953992855,30
14628,10.0,4212231.3543445,464933.14544253785,30
23029,10.0,4212481.534890077,84249.63069780153,30
8791,10.0,4212613.533895411,519194.8533938622,30
22714,10.0,4214160.021334229,503055.7693023205,30
4247,10.0,4214181.0794494385,432295.1794265325,30
3999,10.0,4214627.636124301,436880.1484579076,30
13511,10.0,4214958.990149266,330734.6809662611,30
4994,10.0,4215129.428221723,434552.2327916817,30
23216,10.0,4215173.019765632,364247.69390274875,30
17842,10.0,4216050.415531268,272481.27953275805,30
10502,10.0,4216131.400521112,277435.0104904743,30
19849,10.0,4217226.018364791,337902.54025146976,30
5898,10.0,4217286.851904455,442986.5050628434,30
4292,10.0,4217939.007073533,433700.21889518265,30
5080,10.0,4218280.4635861805,431246.5294695755,30
13931,10.0,4218599.751386317,610708.1477079475,30
3890,10.0,4219104.240404354,432933.2210862895,30
6634,10.0,4219180.157098852,453967.38601988554,30
22451,10.0,4220623.962638799,673312.3132749838,30
23199,10.0,4220767.8226348255,436149.0119928939,30
4159,10.0,4221339.138373513,433222.8638630925,30
22718,10.0,4222378.053957673,316537.7192569168,30
7733,10.0,4222461.316058306,372918.39450365154,30
4525,10.0,4222718.389691621,433401.6148339193,30
4538,10.0,4224577.9261248885,433926.2083233671,30
16920,10.0,4224723.032631314,359101.4577736617,30
4450,10.0,4225055.464047329,433719.95847251255,30
13977,10.0,4225589.438301403,508121.80846924783,30
12768,10.0,4225594.169417203,274663.62101211824,30
5306,10.0,4226198.404630444,408704.7513558318,30
4544,10.0,4227150.531744525,434181.85580653045,30
4761,10.0,4228483.33236239,441304.8038008089,30
14114,10.0,4229391.949757211,574202.7716600574,30
16993,10.0,4229754.50700848,389707.6955537695,30
4687,10.0,4230260.971126633,440639.28599778906,30
21716,10.0,4230741.233377801,388663.23796496546,30
22243,10.0,4230969.041219804,383258.4275165702,30
5496,10.0,4231855.672172427,466351.8824732434,30
6493,10.0,4232120.014763915,483392.80585473677,30
6888,10.0,4232746.284045272,283973.9666372792,30
9784,10.0,4233552.936746096,350691.8047815839,30
16033,10.0,4233616.362818538,434797.80521414627,30
4150,10.0,4233829.025309722,434841.5532100252,30
4233,10.0,4234244.077789708,434895.3440114314,30
3987,10.0,4235017.670889184,435917.3575879706,30
6129,10.0,4235678.5509856,448633.26037803886,30
9641,10.0,4236325.361303207,545338.7888919618,30
4099,10.0,4237848.370851937,436039.7219723363,31
19232,10.0,4237943.628268748,512336.67579254054,31
6476,10.0,4238554.176440826,400785.6752317641,31
4443,10.0,4238886.280142788,435496.9734363905,31
13945,10.0,4238886.763853338,527203.1128450052,31
17960,10.0,4240059.78884127,550911.6885236215,31
4722,10.0,4240235.000524882,436857.68527193053,31
14678,10.0,4240581.626930593,278632.49478884804,31
4382,10.0,4241408.522136552,435823.8559987824,31
10165,10.0,4241676.0990685355,523594.84035560035,31
4575,10.0,4243094.137109514,436038.9135905135,31
15657,10.0,4243630.610439466,382379.0938828809,31
4082,10.0,4243644.422267758,439403.3774586195,31
15693,10.0,4243649.998729372,84872.99997458742,31
4421,10.0,4244039.316317391,436164.8069246191,31
17785,10.0,4244050.718494814,372930.5339946504,31
22159,10.0,4244576.847751568,628418.2571627352,31
6277,10.0,4245131.596824203,400831.84885791526,31
4504,10.0,4245150.379879202,436308.8007622298,31
5292,10.0,4245209.851555947,448569.86362255923,31
4019,10.0,4245572.543788866,437279.14279567526,31
16698,10.0,4245721.262427799,536644.6953107703,31
17481,10.0,4246003.650770491,168057.30650100528,31
4169,10.0,4246086.401925205,438776.4047277102,31
19792,10.0,4246109.055950931,359179.9363768418,31
4057,10.0,4246525.540707186,439300.53410882055,31
5193,10.0,4246550.514149499,430156.3205119399,31
21402,10.0,4246565.805173246,327916.0802133322,31
4352,10.0,4246574.329156693,436493.3445885926,31
4523,10.0,4247068.492171742,437597.33095134184,31
23210,10.0,4247117.663377076,628910.7545065614,31
12375,10.0,4247196.861789158,374895.63333011256,31
4492,10.0,4247327.809043436,436590.99558191455,31
4314,10.0,4247778.538958997,440099.4157360154,31
5489,10.0,4247895.556393103,448855.93136443384,31
23082,10.0,4248449.6922996845,276149.22999947955,31
6983,10.0,4248911.587645141,424250.512713236,31
4287,10.0,4249170.130526291,437341.3081739625,31
3914,10.0,4249860.696760654,440319.3286785335,31
4098,10.0,4250171.089315249,439008.28174208384,31
4471,10.0,4250853.38849092,438229.6948420449,31
22633,10.0,4250946.613435982,370798.3225992867,31
20125,10.0,4251114.907605298,280635.6177414774,31
4138,10.0,4251517.930002639,437629.65671481146,31
4547,10.0,4251669.896526373,437153.73011970316,31
4602,10.0,4252120.47008137,438507.33062569017,31
5442,10.0,4252177.038128287,378978.93730389,31
20359,10.0,4252235.195571681,325613.93849092675,31
10257,10.0,4252432.27307083,361456.74321102054,31
16490,10.0,4252585.056434067,262961.53491731954,31
4096,10.0,4252654.253794849,440571.0516245305,31
19634,10.0,4252783.062707642,547409.6659341258,31
4321,10.0,4252784.844646964,438215.3034791293,31
17949,10.0,4253024.55626394,400712.75745166163,31
4548,10.0,4253327.81005047,440632.3589776457,31
4094,10.0,4253579.137934311,437401.1678061719,31
9424,10.0,4253988.600948831,427861.8580351048,31
15048,10.0,4254230.901872316,165098.96706998127,31
17778,10.0,4254299.477111902,85247.04855265231,31
4126,10.0,4254488.5766603155,441237.5371867133,31
7455,10.0,4254673.118141165,375635.8685657403,31
4291,10.0,4255377.897378868,438738.0180992276,31
4916,10.0,4255554.8147361055,436554.52855020715,31
18931,10.0,4256666.511541955,524970.4405297483,31
4162,10.0,4256855.861976866,441115.58004491986,31
15477,10.0,4256991.246440157,441126.33370563184,31
4133,10.0,4257071.964188967,437853.8380887753,31
4622,10.0,4257320.995676958,437886.11256961897,31
19641,10.0,4257402.1694302205,383317.94522840163,31
15531,10.0,4257852.212776583,476573.4044265456,31
4507,10.0,4257861.121511284,440302.40838606603,31
4311,10.0,4258130.195962695,442674.3564474811,31
19106,10.0,4258140.244917904,425814.02449179045,31
4281,10.0,4258455.931924748,438127.73282989813,31
19001,10.0,4258688.926033047,420067.501465443,31
8624,10.0,4259027.297939185,483875.92893565504,31
18966,10.0,4259392.926110014,628765.1289165021,31
4276,10.0,4259471.813617779,439086.006715746,31
15841,10.0,4259642.636303438,551736.8085617011,31
7600,10.0,4260083.388991357,402875.20856262196,31
12107,10.0,4260171.46198868,509604.2325252313,31
5836,10.0,4261176.569365762,413125.49623856135,31
4069,10.0,4261388.509980827,438413.26242340036,31
4502,10.0,4261496.551689057,441369.5156171292,31
4235,10.0,4261515.835936495,441291.44059025735,31
20062,10.0,4262341.862152547,359943.2463652855,31
13481,10.0,4263472.154158611,331591.9711655608,31
4400,10.0,4263493.68455943,439696.0870124471,31
9308,10.0,4263736.119114367,384978.3162636763,31
20537,10.0,4263927.564495474,426392.7564495474,31
13090,10.0,4264584.733747506,363735.0864329126,31
4137,10.0,4265028.92696608,439800.69005544233,31
11032,10.0,4265096.521543299,234231.2618742481,31
7863,10.0,4265111.739259623,508780.3661295902,31
3919,10.0,4265443.9794460675,439854.4808568486,31
15211,10.0,4265897.751761233,681461.595317022,31
3929,10.0,4266187.8470391445,439952.3325891559,31
3950,10.0,4266464.080553445,442900.0915162967,31
4552,10.0,4266496.848196045,439075.30305609264,31
4062,10.0,4266797.217572184,441099.5840766725,31
8839,10.0,4267007.984835751,528151.3615406237,31
4408,10.0,4267032.633839903,436452.70468289574,31
4996,10.0,4267207.5088730175,436703.88252272236,31
15676,10.0,4267251.427153552,484706.68981999403,31
4647,10.0,4267269.408325523,441850.7567989201,31
4091,10.0,4268033.504127541,441473.3892951516,31
5383,10.0,4268182.494878306,453120.0164410438,31
6551,10.0,4268308.842105534,407206.4414331324,31
5125,10.0,4268360.042045525,437092.47848928097,31
4154,10.0,4269020.092351856,442692.06430151855,31
7022,10.0,4269042.315624009,456835.69558848266,31
13663,10.0,4270143.11815894,406568.63737484405,31
4902,10.0,4271086.11192752,426612.3423615706,31
4519,10.0,4271209.290199584,439686.0355397514,31
13472,10.0,4272145.21284156,307857.307778736,31
4017,10.0,4272283.297425746,440750.2161227145,31
5778,10.0,4272535.26267301,491221.5083907576,31
20041,10.0,4272569.002629849,407888.61863316334,31
7243,10.0,4272614.172042286,459846.6309671673,31
3957,10.0,4272633.239477076,439870.5793661142,31
6798,10.0,4273579.0742238285,466576.9952302356,31
14157,10.0,4274021.715411661,313705.4188771231,31
15295,10.0,4274102.602785116,497137.40298501553,31
21182,10.0,4274403.509627587,469495.7897659731,31
9463,10.0,4274518.586922663,469830.01813502226,31
3896,10.0,4274673.939662121,442481.3496184146,31
13475,10.0,4274779.63282821,683053.5809107375,31
4176,10.0,4275338.023630099,442567.4149006644,31
4361,10.0,4275781.252902204,440278.5619060109,31
7078,10.0,4276113.638714658,459708.48216053203,31
3895,10.0,4276568.971678925,441865.3469167594,31
13350,10.0,4276740.797537336,542812.5398482932,31
5440,10.0,4277118.474957806,458351.1321224475,31
23068,10.0,4277147.391904041,477003.1375256778,31
4214,10.0,4277444.493387598,443141.2837680872,31
20875,10.0,4277734.431802357,318263.8727372056,31
16575,10.0,4277900.885605793,534422.2571624025,31
7479,10.0,4278129.824905893,387425.2591832876,31
9872,10.0,4278203.402986704,633339.4204480057,31
4172,10.0,4278514.213847346,440632.75364450127,31
11822,10.0,4278555.389547613,509588.65041257435,31
6909,10.0,4278631.239342068,481641.95267844613,31
4026,10.0,4278653.632745574,440375.7088954802,31
16975,10.0,4279511.001961122,473860.4718754103,31
14535,10.0,4280252.26596196,388583.59551790456,31
16718,10.0,4280287.311996284,623984.1453572359,31
22686,10.0,4280899.987162876,514745.64645450376,31
17409,10.0,4281121.026673647,487923.5995548661,31
12438,10.0,4281418.862987553,351760.10166920803,31
17262,10.0,4282338.189188106,346733.1825355254,31
21754,10.0,4282460.6136118155,538047.1049692093,31
16136,10.0,4283157.689931147,526521.371857838,31
4473,10.0,4283482.0727616465,441276.5881597946,31
4242,10.0,4283689.119803293,442222.36947052943,31
4142,10.0,4283918.915636728,441704.88262265216,31
5236,10.0,4286289.612558878,449609.46251878416,31
19963,10.0,4286684.468820383,403664.89887496043,31
4406,10.0,4286685.054127709,442608.77062783384,31
7800,10.0,4287177.699426457,403177.74448255345,31
4637,10.0,4287374.545549708,444127.3481414459,31
12414,10.0,4288448.639084442,368511.7657222201,31
5053,10.0,4288569.89503839,432015.73162789474,31
7690,10.0,4290367.156178823,371332.3829153312,31
17921,10.0,4290443.639067858,575594.5242084513,31
9705,10.0,4290492.033906689,347379.7215821678,31
15214,10.0,4290596.261881888,381640.99071665696,31
13288,10.0,4291196.1909789825,286815.5563375106,31
19969,10.0,4291353.576202067,444855.3139804782,31
4565,10.0,4291355.299035852,442296.9582849316,31
4604,10.0,4291715.301780359,442718.341219718,31
11023,10.0,4292001.226679306,536899.2143663918,31
15762,10.0,4292241.192342021,373242.9528107891,31
7340,10.0,4293092.6139482735,380055.7228619115,31
4554,10.0,4295359.54414595,445240.56980405777,31
22347,10.0,4295624.9799553845,576126.1052124649,31
4959,10.0,4296423.144719696,441299.4893411486,31
12502,10.0,4296480.183975898,279255.2659687162,31
18744,10.0,4296766.605691785,495044.8311693642,31
10736,10.0,4297051.477828498,394287.16672253376,31
7309,10.0,4297411.239721148,479195.278753482,31
4255,10.0,4297696.023845491,443118.71622026083,31
4200,10.0,4297798.051081782,444095.237877796,31
4528,10.0,4298035.416370295,445712.03097915417,31
18734,10.0,4298175.395577911,87574.23307566797,31
4063,10.0,4298402.574817016,444155.6955396039,31
4640,10.0,4298801.427991444,444177.60618832934,31
4134,10.0,4299283.711198291,444240.2802674949,31
16472,10.0,4300713.311404517,328696.2950914559,31
3894,10.0,4301214.109370876,444501.18093082693,31
4378,10.0,4301303.78770999,443586.2824170999,31
4121,10.0,4301914.557339978,444610.8484745798,31
7181,10.0,4301971.49194082,400614.5227827685,31
4181,10.0,4302012.569637352,443678.140554886,31
5965,10.0,4302044.223840085,479663.9076964482,31
4576,10.0,4302467.490111459,444665.3208303883,31
4906,10.0,4302621.341157423,434776.7326767011,31
3973,10.0,4302680.403927057,446110.9873871502,31
11562,10.0,4303163.015261294,333599.12862818915,31
20940,10.0,4303201.212210678,277446.9277482747,31
7538,10.0,4303229.0897129765,429711.9730580959,31
21573,10.0,4303351.317543249,480365.6051675576,31
4373,10.0,4303999.162125429,444851.2325320939,31
5120,10.0,4304405.827208522,436328.0663667231,31
4351,10.0,4304749.685049424,444978.28102572396,31
18845,10.0,4304900.95923546,378223.1364042241,31
5346,10.0,4305176.492686349,452754.9838705807,31
7007,10.0,4305297.113649187,494762.7837570642,31
5583,10.0,4305324.552976646,416761.75375417026,31
9296,10.0,4305783.138296467,423593.38994147076,31
4601,10.0,4306119.633423373,447120.857011215,31
21469,10.0,4306390.627726283,481628.6439669983,31
16777,10.0,4306505.63700854,366070.0171917421,31
15463,10.0,4307173.184557548,487172.7360758707,31
4624,10.0,4307376.324763331,444373.28321921284,31
8487,10.0,4307404.153691914,524829.04583837,31
4567,10.0,4307472.832111777,445301.42016232444,31
11325,10.0,4307658.2275167,478019.5876170318,31
3969,10.0,4307776.205605864,445608.3384323861,31
4236,10.0,4308203.319268075,443298.0815220418,31
4331,10.0,4308261.667572387,445433.4339606999,31
14033,10.0,4308626.574585704,475543.8806287411,31
20955,10.0,4309756.234366198,526150.6308028551,31
4007,10.0,4309975.917837234,445625.82007234386,31
5391,10.0,4310606.004879872,428935.0857380533,31
4661,10.0,4310901.804138743,445745.8149370194,31
7802,10.0,4311188.423379518,366451.0159872591,31
11437,10.0,4311262.994933344,348983.33808705886,31
9304,10.0,4311320.106847152,86226.40213694303,31
4517,10.0,4311667.328864113,444929.3973506744,31
8161,10.0,4311811.387476403,366503.9679354943,31
4326,10.0,4311954.67288872,444966.6371362634,31
4356,10.0,4312274.946189219,448297.89335884084,31
6033,10.0,4312407.935848287,462109.7067795717,31
12619,10.0,4312587.982285528,366569.97849426995,32
15150,10.0,4312733.373554041,216500.0479278408,32
18654,10.0,4312794.435925957,502231.1532067683,32
4753,10.0,4312911.6726899,459434.0852385468,32
4541,10.0,4313225.429738641,453989.183824095,32
4520,10.0,4313976.620950663,446174.0919185247,32
9580,10.0,4314522.974595894,365139.2188712128,32
18953,10.0,4315199.730986928,575934.9098046242,32
8046,10.0,4316301.408948783,378826.80586295854,32
4211,10.0,4317004.860068398,446445.3016229842,32
4611,10.0,4317577.595247188,448041.6633822391,32
4101,10.0,4318021.640976031,446887.39155894314,32
4061,10.0,4318983.145538314,445498.8791464163,32
19967,10.0,4319996.135858536,415242.68243536894,32
11262,10.0,4320341.101753565,425507.3394534921,32
4390,10.0,4321179.877234805,447643.1764145217,32
18496,10.0,4321366.115347119,534168.9433576161,32
8777,10.0,4321468.322089123,514947.076263335,32
15355,10.0,4321864.606547614,333899.56492816325,32
19619,10.0,4322927.327399128,381889.19103379815,32
4441,10.0,4323406.150170076,447366.46327045915,32
4168,10.0,4324291.038325347,447038.17779745645,32
13143,10.0,4324640.643105997,596956.164694945,32
4088,10.0,4324649.61936045,447527.5317897525,32
21389,10.0,4324776.969118378,475067.0869992123,32
7331,10.0,4325360.419456075,414803.2429907387,32
19622,10.0,4326019.522560993,481705.33470662736,32
4163,10.0,4326169.626134613,450198.0142503402,32
4215,10.0,4326270.79073687,446822.0060093836,32
13132,10.0,4326527.277800624,386704.76028706424,32
4064,10.0,4328068.129435344,448198.8612067487,32
6940,10.0,4328138.8457427975,401471.7353401202,32
4039,10.0,4328288.584331881,447083.512059297,32
18767,10.0,4328491.332894665,603766.5413140442,32
4132,10.0,4328541.9622536795,448073.02820442605,32
5001,10.0,4328591.991943561,460375.76580521406,32
4198,10.0,4328758.874660951,448089.8719993779,32
4605,10.0,4328779.415113002,446918.6427826871,32
5781,10.0,4328845.919267449,456415.833108238,32
5353,10.0,4329303.6302981675,454692.6611304546,32
16420,10.0,4329774.281445472,617486.8550747538,32
15633,10.0,4329830.676138411,327644.6250221938,32
13065,10.0,4330130.449727381,520335.1913703659,32
12985,10.0,4330236.7129512755,404375.04696287634,32
17529,10.0,4330260.703990499,376168.2160507074,32
14175,10.0,4330572.892876329,581898.912618373,32
4440,10.0,4331191.450827799,448376.7996401654,32
4342,10.0,4331761.061138044,448442.96323625545,32
7641,10.0,4331809.548192942,471642.26734030043,32
4530,10.0,4331817.01970308,449818.1514160025,32
3980,10.0,4332005.567200984,452085.9467420144,32
12087,10.0,4332226.717829648,387261.2658435932,32
7060,10.0,4332578.887764122,464379.18406996125,32
9567,10.0,4332893.626121404,482472.4005789486,32
6792,10.0,4333277.204396962,427212.41384273185,32
8736,10.0,4333359.924105786,534894.1733359741,32
10622,10.0,4333746.12194171,494638.85366633517,32
19519,10.0,4333800.838321751,693684.1508979151,32
4173,10.0,4333802.954503275,450144.4699418281,32
4058,10.0,4333991.592943602,449004.4061391126,32
18558,10.0,4334379.464762079,353037.4683173233,32
9389,10.0,4334520.71123741,342541.45635721803,32
15254,10.0,4335227.639589017,396619.7142113421,32
3974,10.0,4335405.557057251,449896.77743915084,32
3946,10.0,4335760.785172605,448976.89853470743,32
17441,10.0,4336144.500557415,481896.16761691397,32
4568,10.0,4337014.822156095,450560.7279896335,32
5891,10.0,4337374.905173617,407337.8401590622,32
7191,10.0,4337678.136205992,489774.8192302389,32
4386,10.0,4337858.10210681,449269.13187636115,32
18830,10.0,4337932.912944043,500376.3400855201,32
4067,10.0,4337988.041518028,448340.56171062164,32
4403,10.0,4338990.552892764,448470.4871847874,32
4656,10.0,4340018.605958576,448603.7228621167,32
4794,10.0,4340035.20937653,457398.3352292387,32
4432,10.0,4340142.084406758,448063.95120440144,32
