,weight_2018,pitax_2018,total_gross_income_2018,weight_2019,pitax_2019,total_gross_income_2019,weight_2020,pitax_2020,total_gross_income_2020,weight_2021,pitax_2021,total_gross_income_2021,weight_2022,pitax_2022,total_gross_income_2022,weight_ref_2022,pitax_ref_2022,total_gross_income_ref_2022,weight_ref_2023,pitax_ref_2023,total_gross_income_ref_2023,weight_ref_2024,pitax_ref_2024,total_gross_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_gross_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_gross_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_gross_income_ref_2027,ETR,ETR_ref
58,"2,330.0000",347.0000,"4,134.0000","2,330.0000",391.0000,"4,519.0000","2,330.0000",389.0000,"4,500.0000","2,330.0000",443.0000,"4,965.0000","2,330.0000",473.0000,"5,218.0000","2,330.0000",473.0000,"5,218.0000","2,330.0000",902.0000,"8,844.0000","2,330.0000","1,750.0000","15,580.0000","2,330.0000","1,883.0000","16,546.0000","2,330.0000","2,027.0000","17,512.0000","2,330.0000","2,193.0000","18,597.0000",0.0906,0.0906
59,"2,330.0000",358.0000,"4,193.0000","2,330.0000",403.0000,"4,585.0000","2,330.0000",400.0000,"4,565.0000","2,330.0000",455.0000,"5,037.0000","2,330.0000",485.0000,"5,294.0000","2,330.0000",485.0000,"5,294.0000","2,330.0000",912.0000,"8,945.0000","2,330.0000","1,796.0000","15,894.0000","2,330.0000","1,939.0000","16,879.0000","2,330.0000","2,089.0000","17,865.0000","2,330.0000","2,264.0000","18,972.0000",0.0916,0.0916
60,"2,330.0000",370.0000,"4,250.0000","2,330.0000",415.0000,"4,647.0000","2,330.0000",413.0000,"4,627.0000","2,330.0000",468.0000,"5,105.0000","2,330.0000",499.0000,"5,366.0000","2,330.0000",499.0000,"5,366.0000","2,330.0000",938.0000,"9,063.0000","2,330.0000","1,846.0000","16,207.0000","2,330.0000","1,995.0000","17,211.0000","2,330.0000","2,149.0000","18,216.0000","2,330.0000","2,327.0000","19,345.0000",0.0930,0.0930
61,"2,330.0000",356.0000,"4,308.0000","2,330.0000",401.0000,"4,710.0000","2,330.0000",398.0000,"4,690.0000","2,330.0000",453.0000,"5,175.0000","2,330.0000",483.0000,"5,439.0000","2,330.0000",483.0000,"5,439.0000","2,330.0000",961.0000,"9,193.0000","2,330.0000","1,882.0000","16,533.0000","2,330.0000","2,036.0000","17,558.0000","2,330.0000","2,194.0000","18,583.0000","2,330.0000","2,376.0000","19,735.0000",0.0888,0.0888
62,"2,330.0000",377.0000,"4,369.0000","2,330.0000",424.0000,"4,776.0000","2,330.0000",421.0000,"4,756.0000","2,330.0000",479.0000,"5,248.0000","2,330.0000",510.0000,"5,515.0000","2,330.0000",510.0000,"5,515.0000","2,330.0000",958.0000,"9,319.0000","2,330.0000","1,952.0000","16,852.0000","2,330.0000","2,116.0000","17,897.0000","2,330.0000","2,283.0000","18,941.0000","2,330.0000","2,473.0000","20,115.0000",0.0925,0.0925
63,"2,340.0000",381.0000,"4,459.0000","2,340.0000",429.0000,"4,875.0000","2,340.0000",427.0000,"4,854.0000","2,340.0000",486.0000,"5,356.0000","2,340.0000",518.0000,"5,629.0000","2,340.0000",518.0000,"5,629.0000","2,340.0000",982.0000,"9,483.0000","2,340.0000","2,028.0000","17,194.0000","2,340.0000","2,202.0000","18,260.0000","2,340.0000","2,379.0000","19,326.0000","2,340.0000","2,579.0000","20,523.0000",0.0920,0.0920
64,"2,330.0000",382.0000,"4,505.0000","2,330.0000",429.0000,"4,925.0000","2,330.0000",427.0000,"4,904.0000","2,330.0000",484.0000,"5,411.0000","2,330.0000",515.0000,"5,687.0000","2,330.0000",515.0000,"5,687.0000","2,330.0000","1,006.0000","9,578.0000","2,330.0000","2,060.0000","17,339.0000","2,330.0000","2,238.0000","18,413.0000","2,330.0000","2,417.0000","19,488.0000","2,330.0000","2,620.0000","20,696.0000",0.0906,0.0906
65,"2,330.0000",413.0000,"4,580.0000","2,330.0000",464.0000,"5,007.0000","2,330.0000",461.0000,"4,985.0000","2,330.0000",522.0000,"5,501.0000","2,330.0000",556.0000,"5,781.0000","2,330.0000",556.0000,"5,781.0000","2,330.0000","1,016.0000","9,712.0000","2,330.0000","2,078.0000","17,560.0000","2,330.0000","2,256.0000","18,648.0000","2,330.0000","2,436.0000","19,736.0000","2,330.0000","2,640.0000","20,960.0000",0.0962,0.0962
66,"2,330.0000",415.0000,"4,658.0000","2,330.0000",466.0000,"5,093.0000","2,330.0000",463.0000,"5,071.0000","2,330.0000",524.0000,"5,595.0000","2,330.0000",558.0000,"5,881.0000","2,330.0000",558.0000,"5,881.0000","2,330.0000","1,019.0000","9,852.0000","2,330.0000","2,104.0000","17,805.0000","2,330.0000","2,286.0000","18,909.0000","2,330.0000","2,468.0000","20,012.0000","2,330.0000","2,674.0000","21,253.0000",0.0949,0.0949
67,"2,330.0000",433.0000,"4,741.0000","2,330.0000",485.0000,"5,183.0000","2,330.0000",482.0000,"5,161.0000","2,330.0000",545.0000,"5,695.0000","2,330.0000",579.0000,"5,985.0000","2,330.0000",579.0000,"5,985.0000","2,330.0000","1,060.0000","10,015.0000","2,330.0000","2,170.0000","18,084.0000","2,330.0000","2,354.0000","19,205.0000","2,330.0000","2,539.0000","20,326.0000","2,330.0000","2,748.0000","21,586.0000",0.0967,0.0967
68,"2,330.0000",437.0000,"4,824.0000","2,330.0000",489.0000,"5,274.0000","2,330.0000",487.0000,"5,251.0000","2,330.0000",550.0000,"5,795.0000","2,330.0000",585.0000,"6,090.0000","2,330.0000",585.0000,"6,090.0000","2,330.0000","1,088.0000","10,177.0000","2,330.0000","2,222.0000","18,348.0000","2,330.0000","2,412.0000","19,486.0000","2,330.0000","2,603.0000","20,623.0000","2,330.0000","2,817.0000","21,901.0000",0.0961,0.0961
69,"2,330.0000",449.0000,"4,908.0000","2,330.0000",502.0000,"5,366.0000","2,330.0000",500.0000,"5,343.0000","2,330.0000",564.0000,"5,896.0000","2,330.0000",600.0000,"6,196.0000","2,330.0000",600.0000,"6,196.0000","2,330.0000","1,096.0000","10,333.0000","2,330.0000","2,269.0000","18,633.0000","2,330.0000","2,461.0000","19,788.0000","2,330.0000","2,654.0000","20,943.0000","2,330.0000","2,871.0000","22,241.0000",0.0968,0.0968
70,"2,330.0000",462.0000,"5,008.0000","2,330.0000",518.0000,"5,475.0000","2,330.0000",515.0000,"5,451.0000","2,330.0000",582.0000,"6,015.0000","2,330.0000",619.0000,"6,322.0000","2,330.0000",619.0000,"6,322.0000","2,330.0000","1,122.0000","10,513.0000","2,330.0000","2,290.0000","18,937.0000","2,330.0000","2,481.0000","20,111.0000","2,330.0000","2,672.0000","21,285.0000","2,330.0000","2,888.0000","22,604.0000",0.0979,0.0979
71,"2,330.0000",475.0000,"5,101.0000","2,330.0000",532.0000,"5,576.0000","2,330.0000",529.0000,"5,552.0000","2,330.0000",598.0000,"6,127.0000","2,330.0000",636.0000,"6,439.0000","2,330.0000",636.0000,"6,439.0000","2,330.0000","1,148.0000","10,701.0000","2,330.0000","2,329.0000","19,258.0000","2,330.0000","2,522.0000","20,452.0000","2,330.0000","2,716.0000","21,645.0000","2,330.0000","2,935.0000","22,987.0000",0.0988,0.0988
72,"2,340.0000",493.0000,"5,227.0000","2,340.0000",552.0000,"5,715.0000","2,340.0000",549.0000,"5,690.0000","2,340.0000",620.0000,"6,278.0000","2,340.0000",658.0000,"6,599.0000","2,340.0000",658.0000,"6,599.0000","2,340.0000","1,166.0000","10,945.0000","2,340.0000","2,411.0000","19,667.0000","2,340.0000","2,611.0000","20,886.0000","2,340.0000","2,812.0000","22,105.0000","2,340.0000","3,038.0000","23,475.0000",0.0997,0.0997
73,"2,330.0000",487.0000,"5,321.0000","2,330.0000",545.0000,"5,817.0000","2,330.0000",542.0000,"5,792.0000","2,330.0000",613.0000,"6,391.0000","2,330.0000",651.0000,"6,717.0000","2,330.0000",651.0000,"6,717.0000","2,330.0000","1,178.0000","11,116.0000","2,330.0000","2,488.0000","19,931.0000","2,330.0000","2,692.0000","21,166.0000","2,330.0000","2,898.0000","22,402.0000","2,330.0000","3,129.0000","23,790.0000",0.0969,0.0969
74,"2,330.0000",519.0000,"5,441.0000","2,330.0000",579.0000,"5,948.0000","2,330.0000",576.0000,"5,923.0000","2,330.0000",649.0000,"6,535.0000","2,330.0000",689.0000,"6,869.0000","2,330.0000",689.0000,"6,869.0000","2,330.0000","1,218.0000","11,347.0000","2,330.0000","2,506.0000","20,321.0000","2,330.0000","2,711.0000","21,581.0000","2,330.0000","2,917.0000","22,841.0000","2,330.0000","3,149.0000","24,256.0000",0.1003,0.1003
75,"2,330.0000",543.0000,"5,565.0000","2,330.0000",606.0000,"6,084.0000","2,330.0000",603.0000,"6,058.0000","2,330.0000",679.0000,"6,685.0000","2,330.0000",720.0000,"7,025.0000","2,330.0000",720.0000,"7,025.0000","2,330.0000","1,253.0000","11,591.0000","2,330.0000","2,589.0000","20,723.0000","2,330.0000","2,802.0000","22,008.0000","2,330.0000","3,015.0000","23,292.0000","2,330.0000","3,255.0000","24,736.0000",0.1025,0.1025
76,"2,330.0000",543.0000,"5,703.0000","2,330.0000",606.0000,"6,235.0000","2,330.0000",603.0000,"6,208.0000","2,330.0000",680.0000,"6,850.0000","2,330.0000",722.0000,"7,199.0000","2,330.0000",722.0000,"7,199.0000","2,330.0000","1,289.0000","11,856.0000","2,330.0000","2,654.0000","21,115.0000","2,330.0000","2,870.0000","22,424.0000","2,330.0000","3,086.0000","23,732.0000","2,330.0000","3,330.0000","25,203.0000",0.1003,0.1003
77,"2,330.0000",557.0000,"5,853.0000","2,330.0000",621.0000,"6,399.0000","2,330.0000",617.0000,"6,372.0000","2,330.0000",694.0000,"7,031.0000","2,330.0000",736.0000,"7,389.0000","2,330.0000",736.0000,"7,389.0000","2,330.0000","1,321.0000","12,139.0000","2,330.0000","2,726.0000","21,603.0000","2,330.0000","2,944.0000","22,942.0000","2,330.0000","3,162.0000","24,281.0000","2,330.0000","3,409.0000","25,786.0000",0.0996,0.0996
78,"2,330.0000",585.0000,"6,022.0000","2,330.0000",652.0000,"6,584.0000","2,330.0000",648.0000,"6,555.0000","2,330.0000",729.0000,"7,233.0000","2,330.0000",773.0000,"7,602.0000","2,330.0000",773.0000,"7,602.0000","2,330.0000","1,350.0000","12,424.0000","2,330.0000","2,856.0000","22,053.0000","2,330.0000","3,085.0000","23,420.0000","2,330.0000","3,314.0000","24,787.0000","2,330.0000","3,571.0000","26,323.0000",0.1017,0.1017
79,"2,330.0000",598.0000,"6,202.0000","2,330.0000",666.0000,"6,781.0000","2,330.0000",663.0000,"6,751.0000","2,330.0000",745.0000,"7,450.0000","2,330.0000",790.0000,"7,830.0000","2,330.0000",790.0000,"7,830.0000","2,330.0000","1,401.0000","12,745.0000","2,330.0000","2,909.0000","22,574.0000","2,330.0000","3,140.0000","23,973.0000","2,330.0000","3,372.0000","25,372.0000","2,330.0000","3,635.0000","26,945.0000",0.1009,0.1009
80,"2,330.0000",619.0000,"6,409.0000","2,330.0000",689.0000,"7,007.0000","2,330.0000",685.0000,"6,976.0000","2,330.0000",770.0000,"7,698.0000","2,330.0000",816.0000,"8,091.0000","2,330.0000",816.0000,"8,091.0000","2,330.0000","1,433.0000","13,107.0000","2,330.0000","3,023.0000","23,107.0000","2,330.0000","3,263.0000","24,540.0000","2,330.0000","3,504.0000","25,972.0000","2,330.0000","3,775.0000","27,582.0000",0.1009,0.1009
81,"2,340.0000",659.0000,"6,643.0000","2,340.0000",732.0000,"7,263.0000","2,340.0000",728.0000,"7,231.0000","2,340.0000",816.0000,"7,980.0000","2,340.0000",864.0000,"8,386.0000","2,340.0000",864.0000,"8,386.0000","2,340.0000","1,515.0000","13,559.0000","2,340.0000","3,112.0000","23,773.0000","2,340.0000","3,356.0000","25,246.0000","2,340.0000","3,601.0000","26,720.0000","2,340.0000","3,876.0000","28,376.0000",0.1030,0.1030
82,"2,330.0000",687.0000,"6,855.0000","2,330.0000",763.0000,"7,495.0000","2,330.0000",760.0000,"7,462.0000","2,330.0000",851.0000,"8,234.0000","2,330.0000",902.0000,"8,654.0000","2,330.0000",902.0000,"8,654.0000","2,330.0000","1,508.0000","13,928.0000","2,330.0000","3,156.0000","24,342.0000","2,330.0000","3,400.0000","25,851.0000","2,330.0000","3,645.0000","27,360.0000","2,330.0000","3,921.0000","29,056.0000",0.1042,0.1042
83,"2,330.0000",720.0000,"7,115.0000","2,330.0000",798.0000,"7,778.0000","2,330.0000",794.0000,"7,745.0000","2,330.0000",887.0000,"8,546.0000","2,330.0000",938.0000,"8,982.0000","2,330.0000",938.0000,"8,982.0000","2,330.0000","1,583.0000","14,360.0000","2,330.0000","3,327.0000","25,076.0000","2,330.0000","3,586.0000","26,630.0000","2,330.0000","3,846.0000","28,185.0000","2,330.0000","4,139.0000","29,932.0000",0.1044,0.1044
84,"2,330.0000",755.0000,"7,416.0000","2,330.0000",837.0000,"8,108.0000","2,330.0000",833.0000,"8,073.0000","2,330.0000",932.0000,"8,908.0000","2,330.0000",986.0000,"9,362.0000","2,330.0000",986.0000,"9,362.0000","2,330.0000","1,630.0000","14,816.0000","2,330.0000","3,442.0000","25,896.0000","2,330.0000","3,705.0000","27,501.0000","2,330.0000","3,969.0000","29,106.0000","2,330.0000","4,265.0000","30,910.0000",0.1053,0.1053
85,"2,330.0000",803.0000,"7,772.0000","2,330.0000",889.0000,"8,497.0000","2,330.0000",884.0000,"8,460.0000","2,330.0000",988.0000,"9,335.0000","2,330.0000","1,045.0000","9,811.0000","2,330.0000","1,045.0000","9,811.0000","2,330.0000","1,702.0000","15,400.0000","2,330.0000","3,547.0000","26,768.0000","2,330.0000","3,815.0000","28,427.0000","2,330.0000","4,084.0000","30,086.0000","2,330.0000","4,386.0000","31,951.0000",0.1065,0.1065
86,"2,330.0000",847.0000,"8,140.0000","2,330.0000",938.0000,"8,900.0000","2,330.0000",933.0000,"8,861.0000","2,330.0000","1,043.0000","9,778.0000","2,330.0000","1,102.0000","10,277.0000","2,330.0000","1,102.0000","10,277.0000","2,330.0000","1,804.0000","16,053.0000","2,330.0000","3,792.0000","27,728.0000","2,330.0000","4,078.0000","29,447.0000","2,330.0000","4,365.0000","31,166.0000","2,330.0000","4,688.0000","33,098.0000",0.1072,0.1072
87,"2,330.0000",895.0000,"8,590.0000","2,330.0000",990.0000,"9,392.0000","2,330.0000",985.0000,"9,351.0000","2,330.0000","1,100.0000","10,318.0000","2,330.0000","1,163.0000","10,845.0000","2,330.0000","1,163.0000","10,845.0000","2,330.0000","1,915.0000","16,789.0000","2,330.0000","3,924.0000","28,760.0000","2,330.0000","4,219.0000","30,543.0000","2,330.0000","4,514.0000","32,325.0000","2,330.0000","4,846.0000","34,329.0000",0.1072,0.1072
88,"2,330.0000",960.0000,"9,095.0000","2,330.0000","1,060.0000","9,943.0000","2,330.0000","1,055.0000","9,900.0000","2,330.0000","1,175.0000","10,924.0000","2,330.0000","1,241.0000","11,481.0000","2,330.0000","1,241.0000","11,481.0000","2,330.0000","2,043.0000","17,651.0000","2,330.0000","4,157.0000","29,850.0000","2,330.0000","4,467.0000","31,700.0000","2,330.0000","4,778.0000","33,550.0000","2,330.0000","5,127.0000","35,629.0000",0.1081,0.1081
89,"2,330.0000","1,019.0000","9,696.0000","2,330.0000","1,123.0000","10,601.0000","2,330.0000","1,118.0000","10,555.0000","2,330.0000","1,244.0000","11,647.0000","2,330.0000","1,313.0000","12,241.0000","2,330.0000","1,313.0000","12,241.0000","2,330.0000","2,156.0000","18,600.0000","2,330.0000","4,252.0000","31,266.0000","2,330.0000","4,563.0000","33,204.0000","2,330.0000","4,876.0000","35,142.0000","2,330.0000","5,228.0000","37,321.0000",0.1073,0.1073
90,"2,340.0000","1,104.0000","10,510.0000","2,340.0000","1,215.0000","11,491.0000","2,340.0000","1,210.0000","11,441.0000","2,340.0000","1,345.0000","12,625.0000","2,340.0000","1,419.0000","13,269.0000","2,340.0000","1,419.0000","13,269.0000","2,340.0000","2,349.0000","19,829.0000","2,340.0000","4,547.0000","33,133.0000","2,340.0000","4,878.0000","35,186.0000","2,340.0000","5,210.0000","37,240.0000","2,340.0000","5,585.0000","39,548.0000",0.1069,0.1069
91,"2,330.0000","1,207.0000","11,449.0000","2,330.0000","1,328.0000","12,517.0000","2,330.0000","1,322.0000","12,463.0000","2,330.0000","1,470.0000","13,753.0000","2,330.0000","1,550.0000","14,454.0000","2,330.0000","1,550.0000","14,454.0000","2,330.0000","2,570.0000","21,027.0000","2,330.0000","4,893.0000","35,009.0000","2,330.0000","5,247.0000","37,179.0000","2,330.0000","5,600.0000","39,349.0000","2,330.0000","5,998.0000","41,788.0000",0.1072,0.1072
92,"2,330.0000","1,393.0000","12,739.0000","2,330.0000","1,532.0000","13,927.0000","2,330.0000","1,525.0000","13,867.0000","2,330.0000","1,694.0000","15,302.0000","2,330.0000","1,790.0000","16,082.0000","2,330.0000","1,790.0000","16,082.0000","2,330.0000","2,745.0000","22,517.0000","2,330.0000","5,213.0000","37,384.0000","2,330.0000","5,586.0000","39,701.0000","2,330.0000","5,958.0000","42,018.0000","2,330.0000","6,377.0000","44,622.0000",0.1113,0.1113
93,"2,330.0000","1,567.0000","14,197.0000","2,330.0000","1,726.0000","15,521.0000","2,330.0000","1,717.0000","15,454.0000","2,330.0000","1,915.0000","17,053.0000","2,330.0000","2,026.0000","17,922.0000","2,330.0000","2,026.0000","17,922.0000","2,330.0000","2,937.0000","24,640.0000","2,330.0000","5,657.0000","40,490.0000","2,330.0000","6,056.0000","42,999.0000","2,330.0000","6,456.0000","45,509.0000","2,330.0000","6,907.0000","48,330.0000",0.1130,0.1130
94,"2,330.0000","1,747.0000","15,986.0000","2,330.0000","1,930.0000","17,478.0000","2,330.0000","1,920.0000","17,402.0000","2,330.0000","2,144.0000","19,202.0000","2,330.0000","2,266.0000","20,182.0000","2,330.0000","2,266.0000","20,182.0000","2,330.0000","3,338.0000","27,600.0000","2,330.0000","6,405.0000","44,052.0000","2,330.0000","6,851.0000","46,783.0000","2,330.0000","7,297.0000","49,513.0000","2,330.0000","7,799.0000","52,582.0000",0.1123,0.1123
95,"2,330.0000","2,049.0000","18,435.0000","2,330.0000","2,263.0000","20,155.0000","2,330.0000","2,253.0000","20,068.0000","2,330.0000","2,514.0000","22,144.0000","2,330.0000","2,657.0000","23,273.0000","2,330.0000","2,657.0000","23,273.0000","2,330.0000","4,018.0000","32,450.0000","2,330.0000","6,899.0000","48,870.0000","2,330.0000","7,373.0000","51,899.0000","2,330.0000","7,848.0000","54,928.0000","2,330.0000","8,382.0000","58,332.0000",0.1142,0.1142
96,"2,330.0000","2,492.0000","22,271.0000","2,330.0000","2,751.0000","24,348.0000","2,330.0000","2,738.0000","24,243.0000","2,330.0000","3,051.0000","26,751.0000","2,330.0000","3,222.0000","28,115.0000","2,330.0000","3,222.0000","28,115.0000","2,330.0000","4,898.0000","38,999.0000","2,330.0000","7,992.0000","57,984.0000","2,330.0000","8,531.0000","61,578.0000","2,330.0000","9,070.0000","65,172.0000","2,330.0000","9,678.0000","69,211.0000",0.1146,0.1146
97,"2,330.0000","3,297.0000","28,900.0000","2,330.0000","3,630.0000","31,595.0000","2,330.0000","3,613.0000","31,459.0000","2,330.0000","4,015.0000","34,713.0000","2,330.0000","4,234.0000","36,483.0000","2,330.0000","4,234.0000","36,483.0000","2,330.0000","6,405.0000","48,941.0000","2,330.0000","10,562.0000","74,068.0000","2,330.0000","11,262.0000","78,659.0000","2,330.0000","11,963.0000","83,250.0000","2,330.0000","12,750.0000","88,410.0000",0.1161,0.1161
98,"2,330.0000","4,840.0000","42,805.0000","2,330.0000","5,318.0000","46,798.0000","2,330.0000","5,293.0000","46,595.0000","2,330.0000","5,871.0000","51,416.0000","2,330.0000","6,186.0000","54,038.0000","2,330.0000","6,186.0000","54,038.0000","2,330.0000","8,739.0000","70,273.0000","2,330.0000","14,853.0000","102,740.0000","2,330.0000","15,819.0000","109,108.0000","2,330.0000","16,787.0000","115,476.0000","2,330.0000","17,875.0000","122,634.0000",0.1145,0.1145
99,"2,340.0000","15,269.0000","133,397.0000","2,340.0000","16,721.0000","145,840.0000","2,340.0000","16,647.0000","145,208.0000","2,340.0000","18,401.0000","160,232.0000","2,340.0000","19,356.0000","168,403.0000","2,340.0000","19,356.0000","168,403.0000","2,340.0000","26,777.0000","210,736.0000","2,340.0000","43,005.0000","296,608.0000","2,340.0000","45,717.0000","314,993.0000","2,340.0000","48,429.0000","333,377.0000","2,340.0000","51,479.0000","354,041.0000",0.1149,0.1149
ALL,"233,110.0000","62,854.0000","633,361.0000","233,110.0000","69,447.0000","692,440.0000","233,110.0000","69,111.0000","689,442.0000","233,110.0000","77,191.0000","760,774.0000","233,110.0000","81,627.0000","799,567.0000","233,110.0000","81,627.0000","799,567.0000","233,110.0000","131,926.0000","1,181,819.0000","233,110.0000","241,838.0000","1,902,735.0000","233,110.0000","259,319.0000","2,020,673.0000","233,110.0000","276,894.0000","2,138,611.0000","233,110.0000","296,776.0000","2,271,170.0000",0.1021,0.1021
